#ID	gene_id
gp_0968	ENSG00000257017
gp_0969	ENSG00000257017
gp_0970	ENSG00000257017
gp_0971	ENSG00000257017
gp_0972	ENSG00000257017
gp_0973	ENSG00000257017
gp_0974	ENSG00000257017
gp_0975	ENSG00000257017
gp_0976	ENSG00000257017
gp_0977	ENSG00000257017
gp_0978	ENSG00000257017
gp_0979	ENSG00000257017
gp_0980	ENSG00000257017
gp_0981	ENSG00000257017
gp_0982	ENSG00000257017
gp_0983	ENSG00000257017
gp_0984	ENSG00000257017
gp_0985	ENSG00000257017
gp_0986	ENSG00000257017
gp_0987	ENSG00000257017
gp_0988	ENSG00000257017
gp_0989	ENSG00000257017
gp_0990	ENSG00000257017
gp_0991	ENSG00000257017
gp_0992	ENSG00000257017
gp_0993	ENSG00000257017
gp_0994	ENSG00000257017
gp_0995	ENSG00000257017
gp_0996	ENSG00000257017
gp_0997	ENSG00000257017
gp_0998	ENSG00000257017
gp_1000	ENSG00000133742
gp_1001	ENSG00000133742
gp_1002	ENSG00000133742
gp_1003	ENSG00000104267
gp_1004	ENSG00000130707
gp_1005	ENSG00000117601
gp_1006	ENSG00000117601
gp_1007	ENSG00000197249
gp_1008	ENSG00000197249
gp_1009	ENSG00000197249
gp_1010	ENSG00000197249
gp_1011	ENSG00000197249
gp_1012	ENSG00000197249
gp_1013	ENSG00000197249
gp_1014	ENSG00000197249
gp_1015	ENSG00000197249
gp_1016	ENSG00000197249
gp_1017	ENSG00000197249
gp_1018	ENSG00000197249
gp_1019	ENSG00000197249
gp_1020	ENSG00000197249
gp_1021	ENSG00000197249
gp_1022	ENSG00000197249
gp_1023	ENSG00000197249
gp_1024	ENSG00000197249
gp_1025	ENSG00000197249
gp_1026	ENSG00000197249
gp_1027	ENSG00000197249
gp_1028	ENSG00000197249
gp_1029	ENSG00000197249
gp_1030	ENSG00000197249
gp_1031	ENSG00000197249
gp_1032	ENSG00000197249
gp_1033	ENSG00000197249
gp_1034	ENSG00000197249
gp_1035	ENSG00000197249
gp_1036	ENSG00000197249
gp_1037	ENSG00000197249
gp_1038	ENSG00000197249
gp_1039	ENSG00000197249
gp_1040	ENSG00000197249
gp_1041	ENSG00000197249
gp_1042	ENSG00000197249
gp_1043	ENSG00000197249
gp_1044	ENSG00000197249
gp_1045	ENSG00000197249
gp_1046	ENSG00000197249
gp_1047	ENSG00000197249
gp_1048	ENSG00000197249
gp_1049	ENSG00000196136
gp_1050	ENSG00000196136
gp_1051	ENSG00000196136
gp_1052	ENSG00000196136
gp_1053	ENSG00000196136
gp_1054	ENSG00000196136
gp_1055	ENSG00000196136
gp_1056	ENSG00000196136
gp_1057	ENSG00000196136
gp_1058	ENSG00000196136
gp_1059	ENSG00000196136
gp_1060	ENSG00000196136
gp_1061	ENSG00000196136
gp_1062	ENSG00000196136
gp_1063	ENSG00000196136
gp_1064	ENSG00000196136
gp_1065	ENSG00000196136
gp_1066	ENSG00000196136
gp_1067	ENSG00000196136
gp_1068	ENSG00000196136
gp_1069	ENSG00000196136
gp_1070	ENSG00000196136
gp_1071	ENSG00000196136
gp_1072	ENSG00000196136
gp_1073	ENSG00000196136
gp_1074	ENSG00000196136
gp_1075	ENSG00000196136
gp_1076	ENSG00000196136
gp_1077	ENSG00000196136
gp_1078	ENSG00000196136
gp_1079	ENSG00000196136
gp_1080	ENSG00000196136
gp_1081	ENSG00000196136
gp_1082	ENSG00000196136
gp_1083	ENSG00000196136
gp_1084	ENSG00000175899
gp_1085	ENSG00000175899
gp_1086	ENSG00000175899
gp_1087	ENSG00000175899
gp_1088	ENSG00000175899
gp_1089	ENSG00000175899
gp_1090	ENSG00000175899
gp_1091	ENSG00000175899
gp_1092	ENSG00000175899
gp_1093	ENSG00000175899
gp_1094	ENSG00000175899
gp_1095	ENSG00000175899
gp_1096	ENSG00000175899
gp_1097	ENSG00000175899
gp_1098	ENSG00000175899
gp_1099	ENSG00000175899
gp_1100	ENSG00000175899
gp_1101	ENSG00000175899
gp_1102	ENSG00000175899
gp_1103	ENSG00000175899
gp_1104	ENSG00000175899
gp_1105	ENSG00000175899
gp_1106	ENSG00000175899
gp_1107	ENSG00000175899
gp_1108	ENSG00000125730
gp_1109	ENSG00000125730
gp_1110	ENSG00000125730
gp_1111	ENSG00000125730
gp_1112	ENSG00000125730
gp_1113	ENSG00000125730
gp_1114	ENSG00000125730
gp_1115	ENSG00000125730
gp_1116	ENSG00000125730
gp_1117	ENSG00000125730
gp_1118	ENSG00000125730
gp_1119	ENSG00000125730
gp_1120	ENSG00000125730
gp_1121	ENSG00000125730
gp_1122	ENSG00000125730
gp_1123	ENSG00000125730
gp_1124	ENSG00000125730
gp_1125	ENSG00000113889
gp_1126	ENSG00000113889
gp_1129	ENSG00000132465
gp_1130	ENSG00000132465
gp_1131	ENSG00000132465
gp_1132	ENSG00000132465
gp_1133	ENSG00000132465
gp_1134	ENSG00000132465
gp_1135	ENSG00000132465
gp_1138	ENSG00000211896
gp_1139	ENSG00000211896
gp_1140	ENSG00000211896
gp_1141	ENSG00000211896
gp_1142	ENSG00000211896
gp_1143	ENSG00000211896
gp_1144	ENSG00000211896
gp_1145	ENSG00000211896
gp_1146	ENSG00000211896
gp_1147	ENSG00000211896
gp_1148	ENSG00000211896
gp_1149	ENSG00000211896
gp_1150	ENSG00000211896
gp_1151	ENSG00000211896
gp_1152	ENSG00000211893
gp_1153	ENSG00000211893
gp_1154	ENSG00000211893
gp_1155	ENSG00000211893
gp_1156	ENSG00000211893
gp_1157	ENSG00000211893
gp_1158	ENSG00000211893
gp_1159	ENSG00000211893
gp_1160	ENSG00000211893
gp_1161	ENSG00000211893
gp_1162	ENSG00000211893
gp_1163	ENSG00000211893
gp_1164	ENSG00000211892
gp_1165	ENSG00000211892
gp_1166	ENSG00000211899
gp_1167	ENSG00000211899
gp_1168	ENSG00000211899
gp_1169	ENSG00000211899
gp_1170	ENSG00000211899
gp_1171	ENSG00000211899
gp_1172	ENSG00000211899
gp_1173	ENSG00000211899
gp_1174	ENSG00000211899
gp_1175	ENSG00000211899
gp_1176	ENSG00000211899
gp_1177	ENSG00000211899
gp_1178	ENSG00000211899
gp_1179	ENSG00000211899
gp_1180	ENSG00000211899
gp_1181	ENSG00000211899
gp_1182	ENSG00000211899
gp_1183	ENSG00000211899
gp_1184	ENSG00000211899
gp_1185	ENSG00000211899
gp_1186	ENSG00000211899
gp_1187	ENSG00000211899
gp_1188	ENSG00000211899
gp_1189	ENSG00000211899
gp_1190	ENSG00000211899
gp_1191	ENSG00000211899
gp_1192	ENSG00000211899
gp_1198	ENSG00000211895
gp_1199	ENSG00000211895
gp_1200	ENSG00000211895
gp_1201	ENSG00000211895
gp_1202	ENSG00000211895
gp_1203	ENSG00000211895
gp_1204	ENSG00000211890
gp_1205	ENSG00000211890
gp_1206	ENSG00000211890
gp_1207	ENSG00000211890
gp_1223	ENSG00000223609
gp_1224	ENSG00000223609
gp_1225	ENSG00000108821
gp_1226	ENSG00000108821
gp_1227	ENSG00000109846
gp_1228	ENSG00000109846
gp_1229	ENSG00000160789
gp_1230	ENSG00000163554
gp_1231	ENSG00000118137
gp_1232	ENSG00000118137
gp_1233	ENSG00000118137
gp_1234	ENSG00000118137
gp_1235	ENSG00000130203
gp_1236	ENSG00000130203
gp_1237	ENSG00000171560
gp_1238	ENSG00000171560
gp_1239	ENSG00000171560
gp_1240	ENSG00000171560
gp_1241	ENSG00000171564
gp_1242	ENSG00000171564
gp_1243	ENSG00000171564
gp_1244	ENSG00000171564
gp_1245	ENSG00000171564
gp_1246	ENSG00000171564
gp_1247	ENSG00000171564
gp_1248	ENSG00000171564
gp_1249	ENSG00000171564
gp_1250	ENSG00000171564
gp_1251	ENSG00000171564
gp_1252	ENSG00000171564
gp_1253	ENSG00000171557
gp_1254	ENSG00000171557
gp_1255	ENSG00000171557
gp_1256	ENSG00000171557
gp_1257	ENSG00000171557
gp_1258	ENSG00000171557
gp_1259	ENSG00000171557
gp_1260	ENSG00000171557
gp_1261	ENSG00000171557
gp_1262	ENSG00000171557
gp_1263	ENSG00000171557
gp_1264	ENSG00000171557
gp_1265	ENSG00000171557
gp_1266	ENSG00000171557
gp_1267	ENSG00000171557
gp_1268	ENSG00000171557
gp_1269	ENSG00000171557
gp_1270	ENSG00000171557
gp_1271	ENSG00000171557
gp_1272	ENSG00000171557
gp_1273	ENSG00000171557
gp_1274	ENSG00000171557
gp_1275	ENSG00000171557
gp_1276	ENSG00000171557
gp_1277	ENSG00000171557
gp_1278	ENSG00000171557
gp_1279	ENSG00000171557
gp_1280	ENSG00000171557
gp_1281	ENSG00000171557
gp_1282	ENSG00000171557
gp_1283	ENSG00000171557
gp_1284	ENSG00000197971
gp_1285	ENSG00000197971
gp_1286	ENSG00000197971
gp_1287	ENSG00000197971
gp_1288	ENSG00000004939
gp_1289	ENSG00000004939
gp_1290	ENSG00000004939
gp_1291	ENSG00000173372
gp_1292	ENSG00000173372
gp_1293	ENSG00000173372
gp_1294	ENSG00000173372
gp_1295	ENSG00000173372
gp_1296	ENSG00000173372
gp_1297	ENSG00000173372
gp_1298	ENSG00000173372
gp_1299	ENSG00000173372
gp_1300	ENSG00000173372
gp_1301	ENSG00000173372
gp_1302	ENSG00000113600
gp_1303	ENSG00000091583
gp_1304	ENSG00000171236
gp_1305	ENSG00000171236
gp_1306	ENSG00000115414
gp_1307	ENSG00000115414
gp_1308	ENSG00000115414
gp_1309	ENSG00000115414
gp_1310	ENSG00000115414
gp_1311	ENSG00000115414
gp_1312	ENSG00000115414
gp_1313	ENSG00000115414
gp_1314	ENSG00000115414
gp_1315	ENSG00000115414
gp_1316	ENSG00000115414
gp_1317	ENSG00000115414
gp_1318	ENSG00000115414
gp_1319	ENSG00000115414
gp_1320	ENSG00000229314
gp_1321	ENSG00000229314
gp_1322	ENSG00000229314
gp_1323	ENSG00000229314
gp_1324	ENSG00000229314
gp_1325	ENSG00000228278
gp_1326	ENSG00000228278
gp_1327	ENSG00000228278
gp_1328	ENSG00000229314
gp_1329	ENSG00000229314
gp_1330	ENSG00000228278
gp_1331	ENSG00000229314
gp_1332	ENSG00000228278
gp_1333	ENSG00000228278
gp_1334	ENSG00000229314
gp_1335	ENSG00000145192
gp_1336	ENSG00000145192
gp_1337	ENSG00000145192
gp_1338	ENSG00000145192
gp_1339	ENSG00000145192
gp_1340	ENSG00000145192
gp_1341	ENSG00000145192
gp_1342	ENSG00000145192
gp_1343	ENSG00000145192
gp_1344	ENSG00000145192
gp_1345	ENSG00000145192
gp_1346	ENSG00000163631
gp_1347	ENSG00000163631
gp_1348	ENSG00000163631
gp_1349	ENSG00000163631
gp_1350	ENSG00000163631
gp_1351	ENSG00000163631
gp_1352	ENSG00000163631
gp_1353	ENSG00000163631
gp_1354	ENSG00000163631
gp_1355	ENSG00000163631
gp_1356	ENSG00000163631
gp_1357	ENSG00000163631
gp_1358	ENSG00000163631
gp_1359	ENSG00000163631
gp_1360	ENSG00000072274
gp_1361	ENSG00000072274
gp_1362	ENSG00000072274
gp_1363	ENSG00000072274
gp_1364	ENSG00000072274
gp_1365	ENSG00000072274
gp_1366	ENSG00000072274
gp_1367	ENSG00000072274
gp_1368	ENSG00000091513
gp_1369	ENSG00000091513
gp_1370	ENSG00000091513
gp_1371	ENSG00000091513
gp_1372	ENSG00000091513
gp_1373	ENSG00000091513
gp_1374	ENSG00000091513
gp_1375	ENSG00000110169
gp_1376	ENSG00000110169
gp_1377	ENSG00000110169
gp_1378	ENSG00000087086
gp_1379	ENSG00000167996
gp_1380	ENSG00000167996
gp_1381	ENSG00000167996
gp_1382	ENSG00000167996
gp_1383	ENSG00000167996
gp_1384	ENSG00000167996
gp_1385	ENSG00000109072
gp_1386	ENSG00000109072
gp_1387	ENSG00000109072
gp_1388	ENSG00000109072
gp_1389	ENSG00000109072
gp_1390	ENSG00000109072
gp_1391	ENSG00000109072
gp_1392	ENSG00000121691
gp_1393	ENSG00000121691
gp_1394	ENSG00000177628
gp_1395	ENSG00000177628
gp_1396	ENSG00000177628
gp_1397	ENSG00000177628
gp_1398	ENSG00000177628
gp_1399	ENSG00000177628
gp_1400	ENSG00000177628
gp_1401	ENSG00000177628
gp_1402	ENSG00000177628
gp_1403	ENSG00000177628
gp_1404	ENSG00000177628
gp_1405	ENSG00000177628
gp_1406	ENSG00000179163
gp_1407	ENSG00000149925
gp_1408	ENSG00000149925
gp_1409	ENSG00000149925
gp_1410	ENSG00000149925
gp_1411	ENSG00000149925
gp_1412	ENSG00000149925
gp_1413	ENSG00000084674
gp_1414	ENSG00000084674
gp_1415	ENSG00000084674
gp_1416	ENSG00000084674
gp_1417	ENSG00000084674
gp_1418	ENSG00000084674
gp_1419	ENSG00000084674
gp_1420	ENSG00000084674
gp_1421	ENSG00000084674
gp_1422	ENSG00000084674
gp_1423	ENSG00000084674
gp_1424	ENSG00000084674
gp_1425	ENSG00000084674
gp_1426	ENSG00000084674
gp_1427	ENSG00000084674
gp_1428	ENSG00000171867
gp_1429	ENSG00000171867
gp_1431	ENSG00000113905
gp_1432	ENSG00000113905
gp_1433	ENSG00000154096
gp_1434	ENSG00000154096
gp_1435	ENSG00000154096
gp_1436	ENSG00000154096
gp_1437	ENSG00000154096
gp_1438	ENSG00000154096
gp_1439	ENSG00000154096
gp_1440	ENSG00000154096
gp_1441	ENSG00000154096
gp_1442	ENSG00000154096
gp_1443	ENSG00000154096
gp_1444	ENSG00000154096
gp_1445	ENSG00000154096
gp_1446	ENSG00000154096
gp_1447	ENSG00000154096
gp_1448	ENSG00000154096
gp_1449	ENSG00000154096
gp_1450	ENSG00000154096
gp_1451	ENSG00000154096
gp_1452	ENSG00000154096
gp_1453	ENSG00000154096
gp_1454	ENSG00000154096
gp_1455	ENSG00000154096
gp_1456	ENSG00000154096
gp_1457	ENSG00000154096
gp_1458	ENSG00000154096
gp_1459	ENSG00000154096
gp_1460	ENSG00000154096
gp_1461	ENSG00000154096
gp_1462	ENSG00000154096
gp_1463	ENSG00000154096
gp_1464	ENSG00000154096
gp_1465	ENSG00000154096
gp_1466	ENSG00000154096
gp_1467	ENSG00000154096
gp_1468	ENSG00000154096
gp_1469	ENSG00000154096
gp_1470	ENSG00000154096
gp_1471	ENSG00000154096
gp_1472	ENSG00000154096
gp_1473	ENSG00000154096
gp_1474	ENSG00000154096
gp_1475	ENSG00000154096
gp_1476	ENSG00000154096
gp_1477	ENSG00000154096
gp_1478	ENSG00000154096
gp_1479	ENSG00000154096
gp_1480	ENSG00000154096
gp_1481	ENSG00000154096
gp_1482	ENSG00000154096
gp_1483	ENSG00000154096
gp_1484	ENSG00000154096
gp_1485	ENSG00000154096
gp_1486	ENSG00000154096
gp_1487	ENSG00000154096
gp_1488	ENSG00000154096
gp_1489	ENSG00000154096
gp_1490	ENSG00000154096
gp_1491	ENSG00000154096
gp_1492	ENSG00000154096
gp_1493	ENSG00000154096
gp_1494	ENSG00000154096
gp_1495	ENSG00000154096
gp_1496	ENSG00000154096
gp_1497	ENSG00000154096
gp_1498	ENSG00000154096
gp_1499	ENSG00000154096
gp_1500	ENSG00000154096
gp_1501	ENSG00000154096
gp_1502	ENSG00000154096
gp_1503	ENSG00000154096
gp_1504	ENSG00000154096
gp_1505	ENSG00000154096
gp_1506	ENSG00000154096
gp_1507	ENSG00000154096
gp_1508	ENSG00000154096
gp_1509	ENSG00000154096
gp_1510	ENSG00000154096
gp_1511	ENSG00000154096
gp_1512	ENSG00000154096
gp_1513	ENSG00000154096
gp_1514	ENSG00000154096
gp_1515	ENSG00000154096
gp_1516	ENSG00000154096
gp_1517	ENSG00000154096
gp_1518	ENSG00000154096
gp_1519	ENSG00000154096
gp_1520	ENSG00000154096
gp_1521	ENSG00000154096
gp_1522	ENSG00000154096
gp_1523	ENSG00000154096
gp_1524	ENSG00000154096
gp_1525	ENSG00000154096
gp_1526	ENSG00000154096
gp_1527	ENSG00000154096
gp_1528	ENSG00000154096
gp_1529	ENSG00000154096
gp_1530	ENSG00000154096
gp_1531	ENSG00000154096
gp_1532	ENSG00000154096
gp_1533	ENSG00000154096
gp_1534	ENSG00000154096
gp_1535	ENSG00000154096
gp_1536	ENSG00000154096
gp_1537	ENSG00000154096
gp_1538	ENSG00000154096
gp_1539	ENSG00000154096
gp_1540	ENSG00000154096
gp_1541	ENSG00000154096
gp_1542	ENSG00000154096
gp_1543	ENSG00000154096
gp_1544	ENSG00000154096
gp_1545	ENSG00000154096
gp_1546	ENSG00000154096
gp_1547	ENSG00000154096
gp_1548	ENSG00000154096
gp_1549	ENSG00000154096
gp_1550	ENSG00000154096
gp_1551	ENSG00000154096
gp_1552	ENSG00000154096
gp_1553	ENSG00000154096
gp_1554	ENSG00000154096
gp_1555	ENSG00000154096
gp_1556	ENSG00000154096
gp_1557	ENSG00000154096
gp_1558	ENSG00000154096
gp_1559	ENSG00000154096
gp_1560	ENSG00000154096
gp_1561	ENSG00000154096
gp_1562	ENSG00000154096
gp_1563	ENSG00000154096
gp_1564	ENSG00000154096
gp_1565	ENSG00000154096
gp_1566	ENSG00000154096
gp_1567	ENSG00000154096
gp_1568	ENSG00000154096
gp_1569	ENSG00000154096
gp_1570	ENSG00000154096
gp_1571	ENSG00000154096
gp_1572	ENSG00000154096
gp_1573	ENSG00000154096
gp_1574	ENSG00000154096
gp_1575	ENSG00000154096
gp_1576	ENSG00000154096
gp_1577	ENSG00000154096
gp_1578	ENSG00000154096
gp_1579	ENSG00000154096
gp_1580	ENSG00000154096
gp_1581	ENSG00000154096
gp_1582	ENSG00000154096
gp_1583	ENSG00000154096
gp_1584	ENSG00000154096
gp_1585	ENSG00000154096
gp_1586	ENSG00000154096
gp_1587	ENSG00000154096
gp_1588	ENSG00000154096
gp_1589	ENSG00000154096
gp_1590	ENSG00000154096
gp_1591	ENSG00000154096
gp_1592	ENSG00000154096
gp_1593	ENSG00000154096
gp_1594	ENSG00000154096
gp_1595	ENSG00000154096
gp_1596	ENSG00000154096
gp_1597	ENSG00000154096
gp_1598	ENSG00000154096
gp_1599	ENSG00000154096
gp_1600	ENSG00000154096
gp_1601	ENSG00000154096
gp_1602	ENSG00000154096
gp_1603	ENSG00000154096
gp_1604	ENSG00000154096
gp_1605	ENSG00000154096
gp_1606	ENSG00000154096
gp_1607	ENSG00000154096
gp_1608	ENSG00000154096
gp_1609	ENSG00000154096
gp_1610	ENSG00000154096
gp_1611	ENSG00000154096
gp_1612	ENSG00000154096
gp_1613	ENSG00000154096
gp_1614	ENSG00000154096
gp_1615	ENSG00000154096
gp_1616	ENSG00000154096
gp_1617	ENSG00000154096
gp_1618	ENSG00000154096
gp_1619	ENSG00000154096
gp_1620	ENSG00000154096
gp_1621	ENSG00000154096
gp_1622	ENSG00000154096
gp_1623	ENSG00000154096
gp_1624	ENSG00000154096
gp_1625	ENSG00000154096
gp_1626	ENSG00000154096
gp_1627	ENSG00000154096
gp_1628	ENSG00000154096
gp_1629	ENSG00000154096
gp_1630	ENSG00000154096
gp_1631	ENSG00000154096
gp_1632	ENSG00000154096
gp_1633	ENSG00000154096
gp_1634	ENSG00000154096
gp_1635	ENSG00000154096
gp_1636	ENSG00000154096
gp_1637	ENSG00000154096
gp_1638	ENSG00000154096
gp_1639	ENSG00000154096
gp_1640	ENSG00000154096
gp_1641	ENSG00000154096
gp_1642	ENSG00000154096
gp_1643	ENSG00000154096
gp_1644	ENSG00000154096
gp_1645	ENSG00000154096
gp_1646	ENSG00000154096
gp_1647	ENSG00000154096
gp_1648	ENSG00000154096
gp_1649	ENSG00000154096
gp_1650	ENSG00000154096
gp_1651	ENSG00000154096
gp_1652	ENSG00000154096
gp_1653	ENSG00000154096
gp_1654	ENSG00000154096
gp_1655	ENSG00000154096
gp_1656	ENSG00000154096
gp_1657	ENSG00000154096
gp_1658	ENSG00000154096
gp_1659	ENSG00000154096
gp_1660	ENSG00000154096
gp_1661	ENSG00000154096
gp_1662	ENSG00000154096
gp_1663	ENSG00000154096
gp_1664	ENSG00000154096
gp_1665	ENSG00000019582
gp_1666	ENSG00000019582
gp_1667	ENSG00000019582
gp_1668	ENSG00000019582
gp_1669	ENSG00000019582
gp_1670	ENSG00000019582
gp_1671	ENSG00000167768
gp_1672	ENSG00000167768
gp_1673	ENSG00000167768
gp_1674	ENSG00000167768
gp_1675	ENSG00000167768
gp_1676	ENSG00000167768
gp_1677	ENSG00000167768
gp_1678	ENSG00000104833
gp_1679	ENSG00000104833
gp_1680	ENSG00000188229
gp_1681	ENSG00000111640
gp_1682	ENSG00000111640
gp_1683	ENSG00000111640
gp_1684	ENSG00000111640
gp_1685	ENSG00000111640
gp_1686	ENSG00000111640
gp_1687	ENSG00000111640
gp_1688	ENSG00000111640
gp_1689	ENSG00000111640
gp_1690	ENSG00000111640
gp_1691	ENSG00000111640
gp_1692	ENSG00000111640
gp_1693	ENSG00000126247
gp_1694	ENSG00000106211
gp_1695	ENSG00000163902
gp_1696	ENSG00000163902
gp_1697	ENSG00000163902
gp_1698	ENSG00000163902
gp_1699	ENSG00000163902
gp_1700	ENSG00000163902
gp_1701	ENSG00000163902
gp_1702	ENSG00000163902
gp_1703	ENSG00000114353
gp_1704	ENSG00000127955
gp_1705	ENSG00000114353
gp_1707	ENSG00000163399
gp_1708	ENSG00000163399
gp_1709	ENSG00000163399
gp_1710	ENSG00000163399
gp_1711	ENSG00000163399
gp_1712	ENSG00000163399
gp_1713	ENSG00000163399
gp_1714	ENSG00000163399
gp_1715	ENSG00000163399
gp_1716	ENSG00000105409
gp_1717	ENSG00000163399
gp_1718	ENSG00000163399
gp_1719	ENSG00000163399
gp_1720	ENSG00000163399
gp_1721	ENSG00000143153
gp_1722	ENSG00000143153
gp_1723	ENSG00000143153
gp_1724	ENSG00000143153
gp_1725	ENSG00000143153
gp_1726	ENSG00000143153
gp_1727	ENSG00000143153
gp_1728	ENSG00000143153
gp_1729	ENSG00000143153
gp_1730	ENSG00000143153
gp_1731	ENSG00000143153
gp_1732	ENSG00000143153
gp_1733	ENSG00000143153
gp_1734	ENSG00000143153
gp_1735	ENSG00000143153
gp_1736	ENSG00000143153
gp_1737	ENSG00000143153
gp_1738	ENSG00000143153
gp_1739	ENSG00000143153
gp_1740	ENSG00000143153
gp_1741	ENSG00000143153
gp_1742	ENSG00000143153
gp_1743	ENSG00000143153
gp_1744	ENSG00000143153
gp_1745	ENSG00000143153
gp_1746	ENSG00000143153
gp_1747	ENSG00000143153
gp_1748	ENSG00000143153
gp_1749	ENSG00000143153
gp_1750	ENSG00000143153
gp_1751	ENSG00000143153
gp_1752	ENSG00000143153
gp_1753	ENSG00000143153
gp_1754	ENSG00000143153
gp_1755	ENSG00000143153
gp_1756	ENSG00000143153
gp_1757	ENSG00000143153
gp_1758	ENSG00000143153
gp_1759	ENSG00000143153
gp_1760	ENSG00000143153
gp_1761	ENSG00000143153
gp_1762	ENSG00000143153
gp_1763	ENSG00000143153
gp_1764	ENSG00000143153
gp_1765	ENSG00000143153
gp_1766	ENSG00000143153
gp_1767	ENSG00000143153
gp_1768	ENSG00000143153
gp_1769	ENSG00000143153
gp_1770	ENSG00000143153
gp_1771	ENSG00000143153
gp_1772	ENSG00000143153
gp_1773	ENSG00000143153
gp_1774	ENSG00000143153
gp_1775	ENSG00000143153
gp_1776	ENSG00000143153
gp_1777	ENSG00000143153
gp_1778	ENSG00000143153
gp_1779	ENSG00000143153
gp_1780	ENSG00000143153
gp_1781	ENSG00000143153
gp_1782	ENSG00000143153
gp_1783	ENSG00000143153
gp_1784	ENSG00000143153
gp_1785	ENSG00000143153
gp_1786	ENSG00000143153
gp_1787	ENSG00000143153
gp_1788	ENSG00000143153
gp_1789	ENSG00000143153
gp_1790	ENSG00000143153
gp_1791	ENSG00000143153
gp_1792	ENSG00000143153
gp_1793	ENSG00000143153
gp_1794	ENSG00000143153
gp_1795	ENSG00000142192
gp_1796	ENSG00000189058
gp_1797	ENSG00000189058
gp_1798	ENSG00000189058
gp_1799	ENSG00000189058
gp_1800	ENSG00000189058
gp_1801	ENSG00000189058
gp_1802	ENSG00000189058
gp_1803	ENSG00000189058
gp_1804	ENSG00000189058
gp_1805	ENSG00000189058
gp_1806	ENSG00000189058
gp_1807	ENSG00000189058
gp_1808	ENSG00000189058
gp_1809	ENSG00000189058
gp_1810	ENSG00000189058
gp_1811	ENSG00000189058
gp_1812	ENSG00000189058
gp_1813	ENSG00000189058
gp_1814	ENSG00000189058
gp_1815	ENSG00000189058
gp_1816	ENSG00000189058
gp_1817	ENSG00000189058
gp_1818	ENSG00000189058
gp_1819	ENSG00000189058
gp_1820	ENSG00000189058
gp_1821	ENSG00000189058
gp_1822	ENSG00000189058
gp_1823	ENSG00000189058
gp_1824	ENSG00000189058
gp_1825	ENSG00000189058
gp_1826	ENSG00000111275
gp_1828	ENSG00000160255
gp_1829	ENSG00000160255
gp_1830	ENSG00000160255
gp_1831	ENSG00000005022
gp_1832	ENSG00000005022
gp_1833	ENSG00000005022
gp_1834	ENSG00000169100
gp_1835	ENSG00000169100
gp_1836	ENSG00000169100
gp_1838	ENSG00000149131
gp_1839	ENSG00000149131
gp_1840	ENSG00000149131
gp_1841	ENSG00000149131
gp_1842	ENSG00000149131
gp_1843	ENSG00000149131
gp_1844	ENSG00000149131
gp_1845	ENSG00000149131
gp_1846	ENSG00000005381
gp_1847	ENSG00000005381
gp_1848	ENSG00000005381
gp_1849	ENSG00000005381
gp_1850	ENSG00000005381
gp_1851	ENSG00000005381
gp_1852	ENSG00000005381
gp_1853	ENSG00000005381
gp_1854	ENSG00000005381
gp_1855	ENSG00000175198
gp_1856	ENSG00000090339
gp_1857	ENSG00000090339
gp_1858	ENSG00000090339
gp_1859	ENSG00000090339
gp_1860	ENSG00000121769
gp_1861	ENSG00000159199
gp_1862	ENSG00000099937
gp_1863	ENSG00000166501
gp_1864	ENSG00000166501
gp_1865	ENSG00000171105
gp_1866	ENSG00000171105
gp_1867	ENSG00000171105
gp_1868	ENSG00000171105
gp_1869	ENSG00000171105
gp_1870	ENSG00000171105
gp_1871	ENSG00000171105
gp_1872	ENSG00000102393
gp_1873	ENSG00000102393
gp_1874	ENSG00000148180
gp_1875	ENSG00000148180
gp_1876	ENSG00000148180
gp_1877	ENSG00000148180
gp_1878	ENSG00000148180
gp_1879	ENSG00000110955
gp_1880	ENSG00000110955
gp_1881	ENSG00000110955
gp_1882	ENSG00000110955
gp_1883	ENSG00000110955
gp_1884	ENSG00000110955
gp_1885	ENSG00000166278
gp_1886	ENSG00000166278
gp_1887	ENSG00000166278
gp_1888	ENSG00000074800
gp_1889	ENSG00000074800
gp_1890	ENSG00000074800
gp_1891	ENSG00000074800
gp_1892	ENSG00000074800
gp_1893	ENSG00000074800
gp_1894	ENSG00000074800
gp_1895	ENSG00000074800
gp_1896	ENSG00000074800
gp_1897	ENSG00000074800
gp_1898	ENSG00000105220
gp_1899	ENSG00000105220
gp_1900	ENSG00000105220
gp_1901	ENSG00000105220
gp_1902	ENSG00000105220
gp_1903	ENSG00000105220
gp_1904	ENSG00000105220
gp_1905	ENSG00000143549
gp_1906	ENSG00000138448
gp_1907	ENSG00000138448
gp_1908	ENSG00000138448
gp_1909	ENSG00000138448
gp_1910	ENSG00000138448
gp_1911	ENSG00000138448
gp_1912	ENSG00000138448
gp_1913	ENSG00000138448
gp_1914	ENSG00000138448
gp_1915	ENSG00000138448
gp_1916	ENSG00000138448
gp_1917	ENSG00000138448
gp_1918	ENSG00000138448
gp_1919	ENSG00000138448
gp_1920	ENSG00000138448
gp_1921	ENSG00000138448
gp_1922	ENSG00000138448
gp_1923	ENSG00000138448
gp_1924	ENSG00000138448
gp_1925	ENSG00000138448
gp_1926	ENSG00000138448
gp_1927	ENSG00000138448
gp_1928	ENSG00000213614
